Name,Description,Image URL
Cardoon (Cynara cardunculus) - 25 Seeds,"Cardoon is considered to be a tender perennial. In cold climates it is often grown as an annual. It is a member of the artichoke family with thick, deeply cut, thistle-like leaves and a violet colored thistle flower head in late summer. Commonly it is called Artichoke Thistle. The Cardoon Artichoke Thistle plant is grown both for eating and for its importance as a medicinal herb, and it easily grows from Cardoon seeds.

•Heirloom
•Non-GMO
•American grown seeds
•Height: 60""
•Perennial
•USDA Zones: 6-9

Planting Instructions:
Start Cardoon seeds indoors 4 - 6 weeks before the last frost. Seeds can be started in small peat pots with seed starting mix. Sow 3 seeds per plant, ¼ to ½ inch deep and keep in full sun. Transplant outdoors into the herb garden after the danger of frost has passed. The Cardoon plant prefers full sun and soil rich in organic matter. Prepare a bed in advance with aged compost. It does not grow well in containers.


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.",//southernseeds.com/cdn/shop/products/cardoon-cynara-cardunculus-10-seeds-887736_180x.jpg?v=1663210352 180w
Catmint (Nepeta mussinii) - 100 Seeds,"Catmint, Nepeta mussinii, is an ornamental heirloom perennial that will bring both beauty and history to your garden. Its stunning lavender-blue clusters are not only attractive to butterflies, bees, and felines, but they also have a long history of use in herbal teas and insect repellents by the people of Nepeti, the origin of its genus name.

Catmint grows best in sunny areas and will add a splash of color to any landscape or garden. Its gray-green foliage provides the perfect backdrop for the bright purple flowers that bloom during the summer months. Not only will your garden be made more beautiful with Catmint’s presence, but it’s also less attractive to felines than other varieties such as catnip, so you won’t have to worry about being disturbed during summer evenings.

So whether you’re looking for an eye-catching plant that has been around for centuries or need some natural insect repellent, Catmint is a great choice! Gardeners looking to beautify their landscapes should definitely choose this lovely heirloom perennial to add a bit of historical charm while giving their gardens an instant pop of color!

•Nepeta mussinii
•Heirloom
•Non GMO
•American Grown Seeds
•Height: 18""
•Perennial
•USDA Zones: 3-8

Planting Instructions:
Catmint seeds need light to germinate, so avoid covering them when planting. It grows best in well-drained soils, preferably dry to medium, and in full sun to partial shade. This plant is drought-tolerant and prefers soils with a pH of 6.6. You can start seeds indoors in a sunny window six weeks before transplanting to the garden after the last frost. Or sow them directly into the garden after the last frost if your area has a longer growing season. Thin or transplant seedlings to 12 inches apart when they reach two inches tall. Keep plants full by pinching stems and flower buds when they appear. Be cautious while transplanting outside, as bruising the leaves will release oils that attract cats. Water only when the soil is dry. Cut Catmint back to the ground in spring for better growth and appearance.",//southernseeds.com/cdn/shop/products/catmint-nepeta-mussinii-250-seeds-929431_180x.jpg?v=1682323474 180w
Catnip (Nepeta cataria) - 250 Seeds,"Catnip is bringing into your garden and balcony a fresh ravishing scent-oasis which its lemony smell charming the senses. Furthermore, Catnip belongs to the healing plants and will in a natural way take care of respiratory problems and infections with its antibacterial effects. With the proper care instruction, Catnip can fill your surroundings with its colorful blossoms over many years, thus creating a summer-freshness.

•Heirloom
•Non GMO
•American Grown Seeds
•Height: 24""
•Perennial
•USDA Zones: 3-8

Planting Instructions:
Start indoors near a sunny window 6 weeks before transplanting or sow directly into the garden after the last frost. Loosely cover with soil. 1/8"" depth. 1 seed every 2"", with 12"" spacing between plants and rows 18"" apart.


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.",//southernseeds.com/cdn/shop/products/catnip-nepeta-cataria-250-seeds-219260_180x.jpg?v=1663210419 180w
"Catnip, Lemon (Nepeta cataria citriodora) - 250 Seeds","This plant is perfect if you enjoy the looks and flowers of catnip without the smell. Considered a sister plant to catnip, Catnip Lemon brings a lemony scent to a landscape or garden, and as a herb, this Catnip is used fresh or dried in herbal medicine for its sedative properties, or it can make an excellent tea plant with a pleasant lemon-minty flavor and calming effect. It blooms from early summer until the frost knocks it down for the winter. A tough perennial that blooms from seed the first year and returns year after year.

•Heirloom
•Non GMO
•American Grown Seeds
•Perennial
•USDA Zones: 3-8

Planting Instructions:
Catnip grows best in well drained soil and full sun, though it can tolerate almost any soil. Direct sow the seeds after the last spring frost, planting them 1/4"" deep in rows 20"" apart; when the seedlings appear, thin to 12-15"" apart. Keep the soil uniformly moist until the seedlings are well established. Since cats will crush the seedlings, protection may be necessary until the plants have grown to a moderate height. Control weeds. Pinch off flower heads for more leaf growth.


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.",//southernseeds.com/cdn/shop/products/shopify-2022-08-15T170609.011_180x.png?v=1660597870 180w
"Celery, Cutting (Apium graveolens) - 200 Seeds","Amazingly versatile and easier to grow than standard celery. A versatile ingredient for salads, soups, stews, and vegetable medleys. Can be marketed in bunches or salad mixes. Also known as leaf celery. Sturdy dark green foliage has rich aroma and taste, regenerates quickly after cutting. Imparts the same flavor to stews and soups as conventional celery. Although its culture is the same, it is much hardier and easier to grow. Both its thin hollow stems and its leaves can be used fresh or dried.

•Heirloom
•Non-GMO
•American grown seeds
•Biennial
•USDA Zone: 5-11

Growing Instructions:
Direct seed in spring after the last frost. Sow seeds shallowly, 30 seeds per foot in rows 18"" apart. There is no need to thin when the seeds are direct seeded. If starting indoors to transplant, seeds require some light to germinate, so sow shallowly. Use individual plug containers and plant several seeds in each plug. Thin, if necessary, to 2 or 3 plants per plug. Transplant plugs into the field at a 6"" spacing in rows 18"" apart. Prefers fertile, well watered soil and full to partial shade. Leaves and stalks may be harvested once the plants have become established and before flowering occurs. Cut the plants 3/4 way down the stems, so that they can continue growing.",//southernseeds.com/cdn/shop/products/celery-cutting-apium-graveolens-200-seeds-646619_180x.jpg?v=1663210505 180w
"Celery, Tendercrips (Apium graveolens) - 300 Seeds","Like the name suggests, Tendercrisp is an extremely tender and crisp celery variety that is our go to for the celery to eat. Tendercrisp is a high-yielder and produces massive yet compact heads of celery. The stalks measure about 12"" to the first joint, and take about 112 days to reach maturity. No one really knows where celery originated, though claims come from such diverse locations as Sweden, New Zealand, and Algeria.

•Heirloom
•Non-GMO
•American grown seeds
•Biennial
•USDA Zones: 3-12

Growing Instructions:
Celery grows best as a fall crop in most climates, so start your seeds about 10 weeks before the last spring frost. Soak them overnight to speed germination, then sow them in a flat in rows 1"" apart; keep the soil moist and keep the flat out of direct sun. Germination often takes two or three weeks. When the plants reach about 2"" tall, transplant them into pots; set them out in the garden when they reach 6"" tall or after the last frost date. Space them 6-8"" apart in rows 2-3' apart, putting them at the same soil level as in the pots. Make sure the soil is enriched with compost or other organic matter. For companion planting benefits, plant celery with tomatoes, cauliflower, or cabbage.


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.",//southernseeds.com/cdn/shop/products/celery-tendercrips-apium-graveolens-300-seeds-329726_180x.jpg?v=1663210506 180w
"Celery, Utah 52-70 (Apium Graveolens) - 300 Seeds","The Utah 52-70 is a variety of celery seed that is ideal for short seasons as it can be harvested at any point after the stalks reach at least six inches in height. The Utah 52-70 Celery is greener and grows taller than the regular Utah variety and is a good option for gardeners with limited space. Utah 52-70, like all celery, is a biennial crop. As explained above, the plants will grow for a 2 seasons, producing delicious, edible stalks. The plants can be allowed to ""bolt,"" or go to seed, after the first winter. By covering the crown of the plant with mulch, or protecting it from harsh winter frosts, your Celery plant will return the next year to produce small, white flowers. Seeds can then be collected for resowing the following season.

•Heirloom
•Non-GMO
•American grown seeds
•Open Pollinated

Growing Instructions:
Utah 52-70 can be sown indoors and transplanted after 10-12 weeks or can be sown directly outdoors 10-12 before the last average frost of the season. These seeds do best in moist soil with a pH level between 6-7. Sow the celery seeds a 1/4"" deep in the soil, with 12"" between plants and 18-24"" between rows. While growing, the Utah 52-70 crops will need plenty of constant watering. When the stalks have reached at least six inches tall, they can be harvested by cutting at the base. The stalks can be refrigerated and used within a couple of weeks.


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.",//southernseeds.com/cdn/shop/products/celery-utah-52-70-apium-graveolens-300-seeds-295713_180x.jpg?v=1663210516 180w
"Celosia, Nana Glitter Scarlet (Celosia plumosa nana) - 30 Seeds","Celosia, commonly known as “woolflowers,” are members of the amaranth family. They are edible ornamentals you can add to your garden, and have a taste not unlike spinach. Celosia also contains those minerals and vitamins commonly found in deep-hued leafy greens. Celosia is easy to grow from flower seed, and these annuals make a spectacular display for your garden all summer long. This dwarf Celosia plant is lovely in the front of the sunny flower bed or in containers on a sunny deck. Celosia Plumosa has several common names such as Feathered Amaranth, Plume Plant, and Woolflower.

•Also known as Woolflower
•Heirloom
•Non-GMO
•American grown seeds
•Annual
•USDA Zones: 3-10

Planting Instructions:
Celosia seeds can be directly sown into your flower garden or seeded indoors for transplanting later. If planting outdoors, sow Woolflower seeds after the soil has begun to warm in the spring. The flower seeds need to stay moist and require warm soil to germinate. Sow Celosia seeds early in the season and press them down into the soil, but do not cover them at a rate of 3-4 seeds per plant. Water thoroughly and keep the soil moist. Woolflower plants like full sun, and they perform their best when grown in rich soil with lots of organic matter added to the soil. They are warm weather plants and take about 90 days to flower.


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.",//southernseeds.com/cdn/shop/products/celosia-nana-glitter-scarlet-celosia-plumosa-nana-30-seeds-798192_180x.jpg?v=1663210506 180w
"Chamomile, German (Matricaria Recutita) - 200 Seeds","Clouds of airy fragrance, dotted with tiny white daisies! Just the right size for the front of the border! German Chamomile is a must-have herb if you enjoy drinking hot or cold teas. The flowers are a staple ingredient in herbal teas, where they have a soothing, calming effect. Chamomile herb is also used in shampoos and hair rinses to lighten blond hair. The plants are easy to establish from Chamomile seeds and are a beautiful addition to the herb garden. Up to 24 inches tall and 15 inches wide, the German Chamomile plant has many thin branches of finely divided green leaves. Small 3/4 inch white daisy-like flowers with yellow centers appear from early summer to fall.

•Heirloom
•Non-GMO
•American grown seeds
•Height: 24""
•Annual
•USDA Zones: 3-12

Planting Instructions:
After the danger of frost, sow Chamomile seeds in prepared soil that is well-drained, neutral to slightly acidic. Barely cover herb seeds (they need light to germinate). For areas with a shorter growing season, start Chamomile seeds indoors 6 weeks before last frost. When plants reach a height of approximately 2 inches and have begun to display their first true leaves, they are ready for transplanting into light, well-drained soil in the sun. First harvest can be done when plants are in full bloom, approximately two months from sowing. Tiny white flowers can easily be cut from plants. Chamomile will generate new blooms for repeated harvests. Spread the flowers to dry on a cloth or screen in the sun. Remove leaf and stem pieces. Store in an airtight container in a cool dry place. German Chamomile is a liberal self-sower, dropping its own seeds for next year's garden.


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.",//southernseeds.com/cdn/shop/products/chamomile-german-matricaria-recutita-200-seeds-865292_180x.jpg?v=1663210506 180w
"Chamomile, Roman (Anthemis nobilis) - 300 Seeds","Chamomile, Roman (Anthemis nobilis) - 300 Seeds

• Heirloom
• Open Pollinated
• American Grown Seeds
• Perennial
• USDA Zone: 4-9

Roman Chamomile, a low-growing perennial herb, is cherished for its delicate, apple-scented foliage and dainty white daisy-like flowers. This versatile herb has been traditionally used for its calming and soothing properties, making it a popular choice for teas, aromatherapy, and skincare. Its low-growing habit also makes it an ideal ground cover or edging plant for pathways and garden beds.

GROWING INSTRUCTIONS:
Roman Chamomile is a low-maintenance plant that requires no stratification. It thrives in full sun to partial shade and should be sown at a depth of 1/16 inch. Space the plants 6-8 inches apart, with 12-18 inches between rows. Water moderately and keep the soil evenly moist, especially during the germination period.
",//southernseeds.com/cdn/shop/files/shopify_-_2024-07-06T103459.647_180x.png?v=1720280175 180w
"Chervil, Curled (Anthiscus cerefolium) - 200 Seeds","Originally from Southeast Europe and West Asia, these herbaceous annual plants produce as a cool-season crop. As well as parsley, tarragon and chives, curled Chervil Herbs are classic French ""fines herbes"". In addition to its culinary benefits, fresh chervil leaves also have medicinal properties, including the treatment of gout, sore throats, and even skin irritations such as eczema. Curled Chervil is an excellent herb for your herb garden!

•Heirloom
•Non-GMO
•American grown seeds
•Annual
•USDA Zones: 3-12

Growing Instructions:
Herbs may be either direct-sown outdoors after the threat of frost has passed, or started indoors for transplanting or container gardening. Herbs require moderately rich, well-draining soil with at least 5 hours of bright sunlight. To start indoors: sow lightly in sterilized seed mix, lightly moisten and cover with plastic wrap until germination takes place. Do not water again until sprouts emerge. Remove plastic wrap once sprouted. Transplant outdoors when the threat of frost has passed. Most herbs dislike chemicals or over-fertilization. Keep lightly moist: never wet. Pinch back the plants to avoid flowering and to encourage leaf production.


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.",//southernseeds.com/cdn/shop/products/chervil-curled-anthiscus-cerefolium-200-seeds-244287_180x.jpg?v=1663210506 180w
"Chervil, Flat (Anthiscus cerefolium) - 200 Seeds","Sometimes called French parsley or garden chervil (to distinguish it from similar plants also called chervil), is a delicate annual herb related to parsley. It is commonly used to season mild-flavored dishes and is a constituent of the French herb mixture fines herbs.

•Heirloom
•Non-GMO
•American grown seeds
•Annual
•USDA Zones: 3-12

Growing Instructions:
Herbs may be either direct-sown outdoors after the threat of frost has passed, or started indoors for transplanting or container gardening. Herbs require moderately rich, well-draining soil with at least 5 hours of bright sunlight. To start indoors: sow lightly in sterilized seed mix, lightly moisten and cover with plastic wrap until germination takes place. Do not water again until sprouts emerge. Remove plastic wrap once sprouted. Transplant outdoors when the threat of frost has passed. Most herbs dislike chemicals or over-fertilization. Keep lightly moist: never wet. Pinch back the plants to avoid flowering and to encourage leaf production.


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.",//southernseeds.com/cdn/shop/products/chervil-flat-anthiscus-cerefolium-200-seeds-925378_180x.jpg?v=1663210505 180w
Chia (Salvia Hispanica) - 250 Seeds,"Chia is the common name for Salvia hispanica, which is a plant from the mint family. This plant has edible chia seeds. And aside from being used for sprouting a Chia Pet, they’re also highly nutritious. Chia seeds can also be grown in pots as plants or eaten in raw form as they are high in fiber and omega-3 fatty acids.

•Heirloom
•Non-GMO
•American grown seeds
•Height: 48""
•Perennial
•USDA Zones: 8-12

Growing Instructions:
Chia seeds are tiny. You don't need to dig a hole to bury them. Lightly ruffle an area of your weed-free garden with a rake or, if you only have a few seeds and are spacing them carefully, simply loosen the earth with your fingers. Sprinkle a few seeds over the soil and rub gently to cover them. Water the seeds daily, and within about a week you can expect to see chia sprouts. When planting chia seeds directly in the garden, I create a carpet of chia and then thin the plants as they grow. Chia seeds can also germinate successfully in pots. If you want to start your chia plants indoors or close to your garden tap, sprinkle the seeds lightly in your pot and water regularly. When the sprouts are about three inches tall, they are ready for transplanting.

Environment: Full sun
Soil Type: Sandy or loamy, well-drained soils
Light Required: Yes
Depth: 1/8 to 1/4 inch
Sowing Rate: 2 - 3 seeds per plant
Moisture: Keep seeds moist until germination
Plant Spacing: 18 - 24 inches


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.",//southernseeds.com/cdn/shop/products/chia-salvia-hispanica-250-seeds-913505_180x.jpg?v=1663210509 180w
Chicory (Cichorium Intybus) - 200 Seeds,"Chicory is a well-known edible plant and a perennial. The roots are ground for ""chicory coffee"" which is a specialty of Cajun cooking in Louisiana. The leaves have been used since Roman times for medicines, but the electric blue flowers are what make chicory famous. Along a roadside in bright sun, this is one of the biggest shows in the flower kingdom. Everyone loves the brilliant blue, even though the flowers close up when there is shade or rain.

•Heirloom
•Non-GMO
•American grown seeds
•Height: 24""
•Perennial
•USDA Zones: 3-9

Planting Instructions:
Seeds can be started indoors five to six weeks before they are moved outdoors. In warm climates, sowing outdoors or transplanting occurs September through March. Planting chicory in cooler climates should be done three to four weeks before the danger of frost has passed. Plant the seeds 1/4"" deep, 1-2"" apart in rows that are 2-3' apart in well drained soil. Thin seedlings to 1 every 10-12"". Thin seedling can be replanted elsewhere if desired. Chicory best when temps are below 75°.


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.",//southernseeds.com/cdn/shop/products/chicory-cichorium-intybus-200-seeds-524163_180x.jpg?v=1663210505 180w
Chives (Allium Schoenoprasum) - 100 Seeds,"Great for dressing up potatoes and spicing up salads, Chives are easy-to-grow from herb seeds, and their lavender flowers make an attractive clump or edging in gardens. Chives are a must-have kitchen herb and are perfect for almost any savory dish. The Chives herb has tubular leaves that add a delicate onion flavor to cooking. They also make a nice garnish too with flower heads that can be used! The flowers have an even milder onion flavor. As soon as the leaves have reached several inches in height, you can start harvesting the desired amounts for the kitchen. Cut the leaves with scissors, leaving 1 - 2 inches above the ground. Begin at the outside edge of the plant and work toward the center. Chop the leaves and use fresh or freeze for year-round use. Chives herb uses include being companion plants to repel insect pests. Plant these herb seeds near almost any plant that is bothered by insect pests and the Chives will instantly drive them away.

•Heirloom
•Non-GMO
•American grown seeds
•Perennial
•USDA Zones: 3-9

Growing Instructions:
After the danger of frost, sow Chives seeds in open ground well exposed. Cover Chive seeds 1/8 inch with loose soil. Keep moist until germination. Regular cutting helps keep plants vigorous and healthy and encourages spreading. Keep flowers picked to discourage dormancy in warm weather. Divide clumps every 2-3 years.


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.
",//southernseeds.com/cdn/shop/products/chives-allium-schoenoprasum-100-seeds-238702_180x.jpg?v=1663210505 180w
"Chives, Garlic (Allium tuberosum) - 250 Seeds","Its scientific name of Allium tuberosum is indicative of its oniony roots and falls among the family Liliaceae. Unlike onions or other types of garlic, however, the fibrous bulb is not edible but is grown rather for its flowers and stems. It is easy to differentiate between onion chives and garlic chives. Garlic chives have a flat, grass-like leaf, not a hollow one as do onion chives. They grow between 12 to 15 inches tall. Garlic chives make a lovely flower in a border or container plant, and work well in the herb garden. They can be planted along a path or as a dense ground cover too. The small, star-shaped flowers are usually cream colored and born on sturdy stems in June. The flowers can be eaten or dried and made into floral arrangements. The seed heads are also often used in everlasting arrangements or can be allowed to remain and drop seeds for continual reseeding.

•Heirloom
•Non-GMO
•American Grown Seeds
•Perennial
•USDA Zones: 3-9

Growing Instructions:
Garlic chives grow well in a variety of soil types though they prefer moist, well drained soil and full sun to partial shade. In short growing seasons, they can be started indoors in flats. Provide bottom heat for fastest germination. To direct sow, plant the seeds after the last frost in 1/4"" deep in rows 18"" apart. Thin to 6-8"" as soon as the seedlings appear. Germination should occur in 14 days. Garlic chives also grow well as container plants. Keep the soil moist as the seedlings are developing. Garlic chives will spread vigorously with each year of growth and can easily be divided for new plants. To plant the seed from reseeding itself, be sure to remove the developing heads and keep the plant trimmed. The first year, garlic chives should not be harvest to ensure their strong development. The second year, harvest chives at any time after they reach a length of 6"", cutting them 1/2"" above the soil with scissors. Frequent cutting improves production.


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.
",//southernseeds.com/cdn/shop/products/chives-garlic-allium-tuberosum-250-seeds-725060_180x.jpg?v=1663210506 180w
"Cilantro, Calypso (Coriandrum sativum) - 100 Seeds","This bright green herb has a fragrant, citrusy scent and flavor. The slowest to bolt of any cilantro variety, making it the best for hotter climates. Strong and flavorful, this cilantro is perfect served fresh. A perfect addition to any herb garden.

•Slow bolt
•Heirloom
•Non-GMO
•American grown seeds
•Annual
•USDA Zones: 3-12

Growing Instructions:
SOWING: Direct seed (recommended) - Direct seed spring through late summer. Sow 1-2 seeds per inch, 1/4- 1/2"" deep in rows 12-18"" apart. For leaf harvest, there is no need to thin, as cilantro continues to grow well even when sown thickly. For coriander seed production, thin to stand 2-4"" apart. Successive sowings can be done every 2-3 weeks for continual harvest of leaves.


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.
",//southernseeds.com/cdn/shop/products/cilantro-calypso-coriandrum-sativum-100-seeds-143411_180x.jpg?v=1663210506 180w
"Cilantro, Santo (Coriandrum sativum) - 100 Seeds","Originally, the herb was grown in present day Greece and was utilized by ancient Egyptians and Romans, making cilantro one of the oldest known herbs in history. Cilantro is a fantastic herb that has a very distinctive flavor and aroma. The seeds of cilantro plants are called coriander and are used as a spice in many dishes. This quick growing plant sets seeds fast, so it is a good idea to continually cut back for best flavor. If used for coriander it is good to plant plants in succession. 'Santo' is a variety that is somewhat slower to bolt, or go to seed, than the classic variety.

•Heirloom
•Non-GMO
•American grown seeds
•Perennial
•USDA Zones: 3-12

Growing Instructions:
SOWING: Direct seed (recommended) - Direct seed spring through late summer. Sow 1-2 seeds per inch, 1/4- 1/2"" deep in rows 12-18"" apart. For leaf harvest, there is no need to thin, as cilantro continues to grow well even when sown thickly. For coriander seed production, thin to stand 2-4"" apart. Successive sowings can be done every 2-3 weeks for continual harvest of leaves.


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.
",//southernseeds.com/cdn/shop/products/cilantro-santo-coriandrum-sativum-100-seeds-147645_180x.jpg?v=1663210509 180w
Clary Sage (Salvia sclarea) - 50 Seeds,"Clary is an herb plant that is well-known for its many uses. It is easy to grow from Clary seeds, in the mint family and related to common sage. Often it is called Clary Sage. The Clary Sage herb is a biennial having a 2-year life cycle, so it flowers and sets seed the second growing season. It has large, fuzzy green leaves, and it produces white to bluish white flowers. It is an easy plant to grow from herb seeds and maintain. It prefers a position in full sun and well-drained garden soil to grow in. If Clary is watered once each week, it will do very well. The Clary plant can handle some cold, but giving it some winter protection is beneficial.

•Heirloom
•Non-GMO
•American grown seeds
•Biennial
•USDA Zones: 4-10

Planting Instructions:
It is recommended to start Clary seeds indoors 6 weeks before the end of frost season. Transplant the Clary Sage seedlings outdoors into a prepared seedbed once temperatures are warm overnight. Seeds per Plant: 2-3. Row Spacing: 24-30 inches.


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.",//southernseeds.com/cdn/shop/products/clary-sage-salvia-sclarea-50-seeds-763385_180x.jpg?v=1663210506 180w
"Comfrey, True (Symphytum officinale) - 20 Seeds","Comfrey, True (Symphytum officinale) - 20 Seeds

• Heirloom
• Non-GMO
• American Grown Seeds
• Perennial
• USDA Zone: 3-9

Enhance your herb garden with True Comfrey (Symphytum officinale), a valuable heirloom plant with a rich history of herbal uses. This robust perennial features attractive, hairy leaves and clusters of bell-shaped purple flowers, adding a touch of beauty to your garden. True Comfrey has been historically used for various purposes, making it an excellent addition for those interested in cultivating medicinal plants. This top selling seeds is usually one of our first to sell out each growing cycle.

GROWING INSTRUCTIONS:
True Comfrey thrives in full sun to partial shade and requires a 30 day cold stratification if not sown outdoors in the fall. Sow the seeds directly outdoors at a depth of 1/4 inch in well-draining soil. Space the plants 24-36 inches apart, with 36-48 inches between rows. Keep the soil consistently moist during the germination period, which typically takes 14-21 days. True Comfrey is low maintenance and adapts well to various soil conditions.",//southernseeds.com/cdn/shop/files/shopify_-_2024-07-06T102746.137_180x.png?v=1720279684 180w
"Coneflower, Yellow (Ratibida pinnata) - 100 Seeds","This brilliant yellow wildflower is a classic native variety that is very popular for native seed mixes because it is reliable and showy. The songbirds also love the numerous seed cones and forage on them into the cold winter months.

•Heirloom
•Non-GMO
•American grown seeds
•Perennial
•USDA Zones: 3-9

Planting Instructions:
Direct sow in late fall pressing into the surface of the soil. For spring planting, mix the seeds with moist sand and store in the refrigerator for 30 days before planting. Keep the soil lightly moist until germination which usually takes 3-4 weeks. The seeds can also be started indoors 8-10 weeks before planting in the spring. Keep seedlings lightly moist, and transplant them as soon as they have developed several leaves.


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.",//southernseeds.com/cdn/shop/products/coneflower-yellow-ratibida-pinnata-100-seeds-769176_180x.jpg?v=1663210609 180w
"Cornflower, Tall Red (Centaurea Cyanus) - 50 Seeds","Easy-to-grow from seeds, this tall annual makes a great addition to the summer border. Grow a garden filled with the lovely Tall Red Cornflower, from freshly harvested Centaurea cyanus flower seeds. Tall Red Cornflower is a beloved annual flower, which produces stunning pink to red blooms. The plants grow to a mature height of roughly 28 to 36 inches tall. Each flower head is roughly 1 to 1.25 inches in diameter, displaying tooth shaped florets. The blooms are known to attract native honeybees, bumblebees, butterflies, hummingbirds, and other beneficial insects to the garden as well. Tall Red Cornflower is established in many insectaries and butterfly gardens. The plants also mix will with other wildflowers and can be seen in naturalized settings, along railways, in open fields and in meadows. You can use cornflower in a number of settings, such as flower beds, along fences, walkways & driveways, or even in pots & containers as well. Cornflower plants are among one of the easiest and most rewarding plants to grow from seed.

•Heirloom
•Non-GMO
•American grown seeds
•Annual
•USDA Zones: 3-10

Planting Instructions:
Direct sow in late fall or early spring, planting the tall blue bachelor button cornflower seeds thinly and 1/2"" deep. In the spring, keep the soil moist after sowing; germination should occur within 7-10 days. To start indoors, plant three or four seeds 1/2"" below the surface in individual peat pots. Keep the soil lightly moist and at a temperature of 65-70 degrees F until germination; thin to the strongest seedlings. Transplant the seedlings before they reach a height of 5"".


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

*All information is provided for educational purposes only.",//southernseeds.com/cdn/shop/products/cornflower-tall-red-bachelors-button-centaurea-cyanus-50-seeds-567135_180x.jpg?v=1663210609 180w
"Cress, Curled (Lepidium sativum) - 200 Seeds","Curly cress has finely divided leaves resembling parsley or chervil atop thin, branching stems. Curly cress is dark green and is also called curled cress, curlicress, fine curled cress, moss curled cress, and extra-curled cress. Curly cress is a biennial that thrives in damp soil. Quick growing cool-weather vegetables, cress has many forms. Plant curly cress early in the spring, in late summer or fall in moist but well-drained soil with plenty of organic matter.

•Heirloom
•Non-GMO
•American grown seeds
•Waterfowl Friendly
•Biennial
•USDA Zones: 3-12

Planting Instructions:
Curled Cress grows nearly anywhere, but it prefers rich, moist, well drained soil and full sun or partial shade. Since it is a cool weather plant and excess heat tends to give the leaves a bitter taste, it should be grown in the spring and fall in most areas. After the last spring frost or in late summer, direct sow the seeds 1/4"" deep in rows 6"" apart, thinning to 3-6"" apart when the seedlings appear. If planning to harvest cress at a small size, the plants can be spaced 2-3"" apart. Keep the ground moist for the best growth. For a continuous harvest, sow a new crop every 10 days. Cress also grows well indoors for sprouting, since it does not need soil for germination. Weed control and sufficient moisture are crucial to the healthy growth of cress. Since it has shallow roots, take care not to disturb them when removing weeds. A layer of mulch often helps conserve moisture and control weeds.


•FREE SHIPPING on all orders of $35 or more.
•Flat Rate shipping no matter how many seeds you order.
•Growing instructions included on each seed packet.

All information is provided for educational purposes only.",//southernseeds.com/cdn/shop/products/cress-curled-lepidium-sativum-500-seeds-771716_180x.jpg?v=1663210723 180w
