Name,Description,Image URL
Old German Organic,Old German Organic tomato seeds produce huge fruit striped with red and gold colours reminiscent of a Caribbean sunset. this fruit is sweet and delicious Old German make great slicing tomatoes that will compliment any meal with a gorgeous splash of colour. Read More,//www.westcoastseeds.com/cdn/shop/products/TM798-Old-German-0X7A3627_515x640_crop_center.jpg?v=1610577838
Deep Purple Coated,"The very straight, tapered roots of Deep Purple carrot grow 17-20cm (7-8”) long. These carrots are named for the fact that the purple characteristic runs right to the core, and they keep their colour when lightly cooked. Read More",//www.westcoastseeds.com/cdn/shop/products/CR316-GZ_003888_Carrots_Deep_Purple_515x640_crop_center.jpg?v=1610656778
Lemon Balm,Plant lemon balm seeds and rub the light green leaves for a sudden hit of lemon scent. Use in bouquets to lemon scent a room or brew an invigorating medicinal tea. Read More,//www.westcoastseeds.com/cdn/shop/products/HR1097-Lemon-Balm-IMG_9341_515x640_crop_center.jpg?v=1610652410
Garlic Chives,"This flat-leaf variety of Garlic Chives seeds has a strong garlic flavour and aroma. The white flowers and stalks are used (only a small amount is needed), to add the pungent taste of garlic to salads, vegetables, dumplings, and stir-fries. Read More",//www.westcoastseeds.com/cdn/shop/products/Garlic-Chives-HR1070-1_515x640_crop_center.jpg?v=1610577891
Neon,"These beautifully shaped, bright orange pumpkins have strong, dark green handles and make perfect Jack-O-Lanterns. Read More",//www.westcoastseeds.com/cdn/shop/products/PU670-1_515x640_crop_center.jpg?v=1610578594
Butterfly Bush Milkweed Seeds,"Butterfly Bush Milkweed seeds, sometimes called Orange Milkweed, is a hearty perennial intensely attractive to butterflies and other beneficial garden insects. It is highly drought resistant, so useful for xeriscaping. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2036-1_515x640_crop_center.jpg?v=1610579842
Jackpot,"When Jackpot zucchini starts producing, you'll think you hit the jackpot! Bushy plants have few spines, very high yield, and continuous production. Read More",//www.westcoastseeds.com/cdn/shop/products/Jackpot-Zucchini-Seeds-SQ759-1_515x640_crop_center.jpg?v=1610655641
McKana’s Giant Mix,"All America Selections Winner. Tall, graceful and intricate, long spurred blossoms are perfect for cutting. Nodding and dainty, the huge 8cm (3"") wide blooms are held high above delicate foliage. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2349-4_515x640_crop_center.jpg?v=1610654969
Big Max,"Give Big Max pumpkin seeds a good early start indoors in May and transplant them out once the soil is warm in June. Provide deeply dug, very fertile soil, and you can expect very large Jack-o-Lantern type pumpkins up to 23kg (50 lbs) each! Read More",//www.westcoastseeds.com/cdn/shop/products/PU669-1_515x640_crop_center.jpg?v=1610651930
Toy Choy Pac Choi,"This miniature pac choi can be picked at the ""single serving"" size. Dark green leaves and glistening white stems mark Toy Choy pac choi seeds as a standout among the many Chinese vegetables that grow so well in coastal gardens. Read More",//www.westcoastseeds.com/cdn/shop/products/MU522-1_515x640_crop_center.jpg?v=1610583436
Sunrich Lime,"The flowers are very round with dense numbers of petals, but the flowers produce no pollen, so they won't make a mess when they're cut and brought indoors. They make really excellent, long-lasting cut flowers, with blooms 10-15cm (4-6"") across. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3858-Sunrich-Lime_515x640_crop_center.jpg?v=1610585408
English Thyme,"This woody little evergreen plant spreads steadily over the years and has pretty pink flowers which bees love. English Thyme seeds plants grows to heights of 30cm (12""). Read More",//www.westcoastseeds.com/cdn/shop/products/HR1145-1_515x640_crop_center.jpg?v=1610654905
Hilda Romano,"Hilda Romano pole bean has flat pods, no strings, and great flavour. This bean is one of the first to produce in the summer and keeps going until frost if kept picked. Read More",//www.westcoastseeds.com/cdn/shop/products/BN172-Hilda-Romano-Pole-Bean-Seeds_515x640_crop_center.jpg?v=1610655312
Midnight Blue,"Vivid navy blue flowers adorn this tiny, trailing Lobelia, making it ideal for stuffing between other plants as a ground cover. The flowers are highly attractive to bees and butterflies. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2033-2_515x640_crop_center.jpg?v=1610657100
Tango Coated Organic,"Improved breeding makes Tango the celery of choice for a wide range of growing conditions. Its stringless stalks have very little fibre, but have a high water content and keep a remarkably refined taste. Read More",//www.westcoastseeds.com/cdn/shop/products/CL347_Tango-celery_1_515x640_crop_center.jpg?v=1610656252
Goldy Organic,"Uniformly cylindrical along its whole length, and intensely yellow in colour. Goldy’s fruits average 20-25cm (8-10″) long. Plant Goldy Organic zucchini seeds for relatively small plants that are open and vigorous with hardly any spines. The fruits are tender and delicious. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ712_-Goldy-0X7A4099_515x640_crop_center.jpg?v=1610656851
Ghost Chili,"At over one million Scoville Heat Units, the Ghost Chili is one of the world's hottest peppers. This pepper is so hot, in fact, that it should be treated with caution. We encourage very careful handling of the seeds and fruits. Read More",//www.westcoastseeds.com/cdn/shop/products/PP673-Ghost-Chili-Seeds_515x640_crop_center.jpg?v=1610656955
Showy Milkweed,"Native to western and central North America (including BC's Okanagan region), Showy Milkweed is the plant at the center of Monarch butterfly conservation efforts. This is the particular species of milkweed that the Monarch caterpillars feed on after hatching, so it is highly prized by egg-laying adults. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3852-Showy-Milkweed_515x640_crop_center.jpg?v=1610579546
Swiss Giants Mix,"The classic heirloom Swiss Giants Mix Pansy seeds blend has single colours with blotched faces and some bicolours, with flowers held high above the leaves. Technically a perennial, this plant is usually grown as a cold hardy annual that will bloom in mild climates from October through to May from a late summer sowing. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3026-1_515x640_crop_center.jpg?v=1610656662
Dwarf Green Curled,"Dwarf Green Curled kale seeds is an heirloom Scottish kale dating back to 1865, originally known as Dwarf Curlies. Plants are very compact, growing to only 30-45cm (12-18"") tall, but with delicate, succulent, tightly curled leaves. Read More",//www.westcoastseeds.com/cdn/shop/products/KL423_Dwarf-Green-Curled_seeds_11_515x640_crop_center.jpg?v=1610589621
Centennial Broccoli,"Small beads on large, smooth heads with very tightly packed beads and very few side shoots. This remarkably versatile broccoli can be grown year round in cool coastal regions. Read More",//www.westcoastseeds.com/cdn/shop/products/BR186_Centennial-Broccoli_1_515x640_crop_center.jpg?v=1610586469
Mashed Potatoes,"Slightly oblong acorn squashes grow on compact, semi-bush vines. The exterior skins are bright white, and hold their colour right into the fall. The interior flesh is also white and low in sugar. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ804-Mashed-Potatoes-0X7A0686_515x640_crop_center.jpg?v=1610578844
Olympia,Olympia spinach seeds probably produce the best dark green plain leaf type for year round sowing and harvest. This fast growing spinach holds its leaves up off the ground and is an excellent choice for cooking and salads. Read More,//www.westcoastseeds.com/cdn/shop/products/SP703-1_515x640_crop_center.jpg?v=1610657032
Lace Blue,"The dainty umbels of powder blue/lilac blossoms bloom atop branching, upright stems of this lace flower. Plants have plentiful buds but few... Read More",//www.westcoastseeds.com/cdn/shop/files/FL4061Didiscus-LaceBlue_Sahin_09-22_WCS_6_515x640_crop_center.jpg?v=1707840116
Royal Burgundy,"Round, stringless, dark purple pods grow 15cm (6”) long and are held off the ground by strong, upright plants. This high yielding variety is well suited to cooler soils. Read More",//www.westcoastseeds.com/cdn/shop/products/BN115-Royal-Burgundy-0X7A3979_515x640_crop_center.jpg?v=1610656644
Grand Rapids TBR,"Grand Rapids TBR Looseleaf lettuce seeds produce a large, upright rosette of thick, juicy, light-green, frilly leaves and a blanched center. Read More",//www.westcoastseeds.com/cdn/shop/products/LT456-1_515x640_crop_center.jpg?v=1610580126
Uchiki Red Kuri Organic,"This is a Japanese type Hubbard (red kuri), with dark, red/orange skin over tasty, cream coloured flesh. Popular in Japanese and Thai dishes, the flesh is flavourful and firm, and never stringy. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ729_REDKURI1_25d92da9-6e3f-4402-84ed-4f27498f3721_515x640_crop_center.jpg?v=1678131635
Scarlet Emperor,"The large clusters of beautiful scarlet flowers and rapid, vigorous, sprawling growth make Scarlet Emperor an ideal choice for screens, trellises, and balconies. Read More",//www.westcoastseeds.com/cdn/shop/products/BN127-1_515x640_crop_center.jpg?v=1610656332
Coastal Star Organic,"Our tallest, darkest romaine, Coastal Star Organic performs brilliantly in spring and fall, and even in winter with some protection from hard frost. This romaine is early maturing with a high resistance to corky root. Read More",//www.westcoastseeds.com/cdn/shop/products/LT472-1_dba6d08e-e61d-40e4-a307-db9fd4784a6d_515x640_crop_center.jpg?v=1610579857
Tiny Tim,"Tiny Tim cherry tomato seeds are easy to grow and produce unique dwarf plants that work very well in small containers, window boxes, hanging baskets and small garden spaces. Read More",//www.westcoastseeds.com/cdn/shop/products/TM758-12_515x640_crop_center.jpg?v=1610577947
Dwarf Munstead,"This open plant is an early flowering selection with more blue in the flowers. Dwarf Munstead lavender seeds are the most aromatic of the English lavenders, giving off a sweet and delicate perfume. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1096-Dwarf-Munstead-Lavender-Seeds_515x640_crop_center.jpg?v=1610588726
Heavenly Blue,"Heavenly Blue morning glory seeds produce short vines bearing copious, huge, intensely blue flowers that open each morning and then fade to pink before closing for good in the evening. Every day more flowers open from mid to late summer. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2978_HEAVENLYBLUE4_515x640_crop_center.jpg?v=1610577336
Tyria Organic,"What a wonderful long English cucumber! The mildly sweet flesh is rarely bitter, and covered by lighly ribbed, but smooth and tender skin. Read More",//www.westcoastseeds.com/cdn/shop/products/CU415-Tyria-Organic-Cucumber-Seeds_515x640_crop_center.jpg?v=1610589095
Sakura Organic,"The Sakura cherry tomato variety is equally well suited for unheated greenhouse and open field production. Matures early giving excellent early yields, of deliciously sweet fruit. Read More",//www.westcoastseeds.com/cdn/shop/products/TM823-12_515x640_crop_center.jpg?v=1610656109
Rugby,"Rugby is a productive roma with firm, dense flesh that is smooth and soft in texture. They have superb, well-balanced flavour and... Read More",//www.westcoastseeds.com/cdn/shop/files/TM760ARugby2_Apr2023_V_Cropped_515x640_crop_center.jpg?v=1683231451
Dill’s Atlantic Giant,"Dill's Atlantic Giant pumpkin seeds hold the world record for giant pumpkins, and produce the largest fruit in the plant kingdom. These giants grow on very large plants, with vines up to 50' long, so they require lots of room, full sun, and fertile soil to produce the giant pumpkins. Read More",//www.westcoastseeds.com/cdn/shop/products/PU662-1_515x640_crop_center.jpg?v=1610656507
Giganteus,"Inconspicuous Giganteus sunflower seeds produce absolutely huge plants in one short season. This is the giant among sunflowers, with towering stems up to 3.6m (12') tall, as thick as a man's leg. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3275-3_515x640_crop_center.jpg?v=1610656913
Home Run,"Home Run cantaloupe seeds are an early Athena type cantaloupe with very good flavour. Thick flesh and attractive exterior netting. Not huge fruits, but very sweet and aromatic. Read More",//www.westcoastseeds.com/cdn/shop/products/ML510-1_515x640_crop_center.jpg?v=1610656341
Lemon Cupcake,"Each flower opens as a conventional looking Zinnia, but then ruffles from the centre with so many petals that it resembles the pincushion flower, Scabiosa. The truly handsome blooms top tall, upright stems that are superb as cut flowers. Read More",//www.westcoastseeds.com/cdn/shop/products/FL_Zinnia-Scabiosaflora-Yellow-0X7A4416_515x640_crop_center.jpg?v=1610588810
Kuroshinju Edamame,"This early maturing soya bean’s seeds turn black when fully cooked and are rich in antioxidants. It has a silkier texture, and sweeter flavour than many other varieties. Read More",//www.westcoastseeds.com/cdn/shop/products/BN_Kuroshinyu-IMG_5894_515x640_crop_center.jpg?v=1610577482
Tadorna Organic,"Very reliable, vigorous leeks with dark blue-green leaves and medium length, blanched shanks. Harvest October to December from this very hardy, naturally uniform leek. Read More",//www.westcoastseeds.com/cdn/shop/products/LK445_tadorna_515x640_crop_center.jpg?v=1610657142
French Lavender,"Sow French lavender seeds indoors, 6-8 weeks before last frost, or direct sow the seeds in early spring when a chance of frost is still possible. Uniform and distinctive, 'Sancho Panza' blooms from June to September on shrubby bushes that grow 35cm (14"") tall. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1093-1_515x640_crop_center.jpg?v=1610654371
Anaheim,"The pendant, dark green fruits have thick walls that are excellent or roasting or smoking, and will mature to dark red if left on the plant. Much less hot than a Jalapeno at 100-500 SHUs. Read More",//www.westcoastseeds.com/cdn/shop/products/PP642_Anaheim-32134730_Mid_jpg_5a4e32a7-4fa2-444f-85a4-756a19e0cfe8_515x640_crop_center.jpg?v=1644018954
Tumbler,"This is the true hanging basket tomato and a customer favourite for many years. Tuck some Lobelia, or fill with pansies in the pot for extra visual appeal, water well and fed every four to six weeks with a hanging basket fertilizer. Read More",//www.westcoastseeds.com/cdn/shop/products/TM791-11_515x640_crop_center.jpg?v=1610584360
Kitchen Basil Blend,"Kitchen Basil Blend seeds combines three unique basil varieties for utility in the kitchen. Genovese basil has big smooth green leaves, for use in pesto and pasta. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1011-1_515x640_crop_center.jpg?v=1610577617
Oklahoma Yellow,"Zinnia elegans. Oklahoma Golden Yellow has bold ochre petals with petite, red to yellow centres. Fluffy, medium-sized flowerheads with long but strong... Read More",//www.westcoastseeds.com/cdn/shop/products/FL4053ZinniaOklahomaGoldenYellow_515x640_crop_center.jpg?v=1668125549
Lemon Bergamot,"Lemon Bergamot has a wonderful taste and lemony aroma, but it is usually grown as an ornamental or for its cut flowers. Lemon Bergamot seeds are easily started and produce knee-high plants with masses of tiered pink and purple blossoms from August until frost. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1109-Lemon-Bergamot-0X7A2054_515x640_crop_center.jpg?v=1610656747
Mercury,This was a real standout in our cucumber trials for both flavour and productivity. Choose Mercury cucumber seeds for exceptionally early beit alpha type cucumbers. Read More,//www.westcoastseeds.com/cdn/shop/products/CU395-Mercury-0X7A4096_515x640_crop_center.jpg?v=1610656474
Peredovik Organic,This heirloom cultivar produces the black oil seed used for making sunflower oil and is the very top choice for feeding birds. Plants average one big head with few side branches. Read More,//www.westcoastseeds.com/cdn/shop/products/FL3265-1_515x640_crop_center.jpg?v=1610656422
Supersnoop Mix,"Unlike Mammoth, Supersnoop Mix sweet pea seeds produce a compact dwarf variety that is well suited to tubs, containers, and the front of the flower bed. It is an improved Snoopea type that blooms early in a wide range of colours. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3298_Supersnoop_515x640_crop_center.jpg?v=1610587305
City Garden Pelleted,"This is a blend of green and red lettuces selected for use as baby greens. These lettuces look spectacular in a container with their diverse shapes, colours, and textures, almost like a bouquet of flowers. Read More",//www.westcoastseeds.com/cdn/shop/products/LT450-City-Garden-Blend-0X7A8153_515x640_crop_center.jpg?v=1610577675
Sunchocola Cherry Tomato,"Sunchocola cherry tomato has a smoky, sweet flavor. The fruits have a juicy texture and a flavour that balances low acid with high sugar content. Sunchocola cherry tomato plants are productive, dark green, and indeterminate that produce clusters of 8-12 fruits each along the vine. Read More",//www.westcoastseeds.com/cdn/shop/products/TM830-Sunchocola-Cherry-Tomato-1_515x640_crop_center.jpg?v=1610656606
Resistafly F1,"This sweet, Nantes type carrot has a small core and a bright colour throughout the whole root. The 15cm (6"") roots have... Read More",//www.westcoastseeds.com/cdn/shop/products/CR320_Resistafly_Sep2022_TozerSeeds1_515x640_crop_center.jpg?v=1668119658
Green Pearl,"Easy to grow and delicious to eat, this Chinese broccoli is harvested when the flower stalks are 1-2cm thick, just before the flowers open. Each Green Pearl gai lan seeds plant can be harvested several times, and all gai lan varieties are relatively cold hardy for fall harvests or winter harvests if some protection is provided. Read More",//www.westcoastseeds.com/cdn/shop/products/MU550-1_515x640_crop_center.jpg?v=1610577740
Titan,"Titan sunflower seeds are one of the tallest sunflower varieties available. Plants form a massive trunk and very sturdy root system. We recommend direct sowing over transplanting with the larger sunflower varieties, so that root growth can be continuous and undisturbed. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3268-1_515x640_crop_center.jpg?v=1610654470
Purple Prince,"Purple Prince turnip seeds produce bright purple summer harvest turnips. The pure white flesh is crisp and tasty, and never too strong in flavour. The strong tops are also delicious, and suitable for picking as greens. Read More",//www.westcoastseeds.com/cdn/shop/products/TR819_Turnip-Purple-Prince_515x640_crop_center.jpg?v=1610656850
Baby Blue Eyes,"Charming, low-growing, and full of personality, Nemophila Baby Blue Eyes grows to 10-15cm (4-6"") tall, and looks dazzling planted en masse in rockeries or as edging. It also mixes particularly well with other self-sowing annuals. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2043-1_515x640_crop_center.jpg?v=1610656678
Jerusalem Gold Organic,"This unique hybrid sunflower was bred for the florist market. It has very uniform shape and size with big flat discs and evenly radiating, bright yellow petals on strong stems for excellent cut flowers. Read More",//www.westcoastseeds.com/cdn/shop/products/Jerusalem-Gold-Sunflower-Seeds_f866b029-a22b-4120-8369-3b6338d795b6_515x640_crop_center.jpg?v=1610581720
Total Eclipse,"Dark green, pie-shaped scallopini squash with pure white flesh and superior flavour at immature or full-grown size. Plants are upright and open, so the fruits are easy to see and pick. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ764_Total-Eclipse-Pattypan-Squash-Seeds_515x640_crop_center.jpg?v=1610587554
Galahad Certified Organic,"Bush. This compact, sturdy bush tomato is an AAS Winner for good reason. It is high yielding and very disease resistant. Read More",//www.westcoastseeds.com/cdn/shop/products/TM856-Tomato-Galahad-new20-BESTsml_515x640_crop_center.jpg?v=1650322039
Bloomsdale Savoy,"This great tasting heirloom spinach has thick, succulent, dark-green savoyed or crumpled leaves that are very sweet in salads or cooked. Bloomsdale Savoy is best planted in early spring and fall. Read More",//www.westcoastseeds.com/cdn/shop/products/SP701-1_515x640_crop_center.jpg?v=1610586829
Calypso Bean,"The plants are relatively compact bushes, growing to only 45cm (18”) tall. The beans are easy to grow and fun to harvest. Plant some Calypso bean seeds in the organic vegetable garden and enjoy the dried beans in soups and stews all winter long. Read More",//www.westcoastseeds.com/cdn/shop/products/BN176_Calypso-Bean-Seeds_IMG_3010_515x640_crop_center.jpg?v=1610584603
Pink Bumble Bee Organic,"Pink Bumble Bee Organic tomato seeds are CERTIFIED ORGANIC! Gorgeous pink cherry tomatoes streaked with yellow, hang in trusses on tall, productive plants. Chefs will enjoy their stunning visual appeal and sweet flavour. Read More",//www.westcoastseeds.com/cdn/shop/products/TM834-Pink-Bumble-Bee-Organic-Tomato-Seeds_515x640_crop_center.jpg?v=1610654152
Jumbo Pink Banana,"C. maxima. Jumbo Pink Banana Squash is an heirloom that has been around for over 100 years. The smooth, salmon pink skin covers fibreless... Read More",//www.westcoastseeds.com/cdn/shop/products/SQ757-1_515x640_crop_center.jpg?v=1610657140
China Express,"These sweet, crisp napa cabbages are ideal for salads and a mainstay of the stir-fry. Big, broad, barrel-shaped, and pale-green heads are tightly packed and 0.6-2.2kg (11/2-5lb) after trimming. Read More",//www.westcoastseeds.com/cdn/shop/products/CB271-1_515x640_crop_center.jpg?v=1610582488
True Watercress,"True Watercress seeds produce a perennial cress that is rich in vitamins and has a delicious, distinctive taste for salads and vegetarian dishes. Little, dark-green leaves grow on crisp stems that come from thick, long roots. Read More",//www.westcoastseeds.com/cdn/shop/products/MS496-12_515x640_crop_center.jpg?v=1610583710
Long Island Mammoth,"Feathery foliage on tall and vigorous dill plants that mature and form seed quickly from large umbels of yellow flowers. Sow Long Island Mammoth dill seeds at the back of the herb or vegetable bed, as plants can reach 2m (6') tall or more. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1085-1_515x640_crop_center.jpg?v=1610588571
Witch Stick,"The extra long fruits start green and mature to deep, dark red. The corkscrew-shaped pods grow to 20cm (8"") long, with more than a dozen fruits on each plant. The flavour is sweet and distinctive. Read More",//www.westcoastseeds.com/cdn/shop/products/PP669-Witch-Stick-Pepper-Seeds-0X7A2165_515x640_crop_center.jpg?v=1610589281
Ping Tung Long,"Named for Ping Tung, Taiwan, the town of its origin. The fruits are light purple, from 30-45cm (12-18”) long, and only 3cm (1¼”) in diameter. Hardy, disease resistant plants bear heavy yields of sweet and tender fruits — as many as twenty per plant. Read More",//www.westcoastseeds.com/cdn/shop/products/EG423-Ping-Tung-Long-Eggplant-Seeds_515x640_crop_center.jpg?v=1610579140
Olympian,"Smooth skinned, highly productive, and very tasty. Olympian cucumber seeds produced fruits mid-season in our trials, and performed as well outdoors in raised beds as in containers in the greenhouse. Read More",//www.westcoastseeds.com/cdn/shop/products/CU400-1_515x640_crop_center.jpg?v=1610577859
Nautic Coated Organic,"These are the best tasting sprouts we've tried in years! Succulent, tender, and useful as whole sprouts or separated leaves, Nautic was bred for high disease resistance, including a strong resistance to powdery mildew. Read More",//www.westcoastseeds.com/cdn/shop/products/BS211-Nautic-Brussels-Sprouts-Seeds_515x640_crop_center.jpg?v=1610656647
Lemon Queen,"Helianthus annuus. Lemon Queen is a wonderful, medium tall sunflower with brilliant light lemon yellow flowers that are typically... Read More",//www.westcoastseeds.com/cdn/shop/products/FL3255_Lemon-Queen_IMG_1773_515x640_crop_center.jpg?v=1625003064
Skywalker Coated Organic,"Skywalker Organic cauliflower seeds are CERTIFIED ORGANIC! This hybrid cauliflower is perfect for late summer or fall harvests. It's a big, hefty... Read More",//www.westcoastseeds.com/cdn/shop/products/CF346-GZ_010939_Cauliflower_Skywalker_515x640_crop_center.jpg?v=1610585379
Lavance Deep Purple,"Very tight clusters of deep purple flowers sit atop spikes that grow to 25-30cm (10-12"") tall. The flowers are highly scented and dry particularly well. Grow this perennial English lavender in full sun, in well drained soil. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1197-Lavance-Deep-Purple-0X7A3468_515x640_crop_center.jpg?v=1610656618
Twingo,"Large plants with umbrella-like foliage that shades fruits from sun-scald. The large, abundant fruits start dark green, and can be enjoyed as green peppers, but mature to a bright golden yellow. Read More",//www.westcoastseeds.com/cdn/shop/products/Twingo-Pepper-Seeds-PP622-1_515x640_crop_center.jpg?v=1610586366
Improved Siberian,"Heavily frilled, large leaves with long succulent stalks grow out to form stout, heavy-set, dwarf plants only 30-42cm (12-15"") tall. Read More",//www.westcoastseeds.com/cdn/shop/products/KL421_Improved-Siberian_DPP_0371_515x640_crop_center.jpg?v=1610577791
Wasabi Radish,"New to North America, this Japanese heirloom is a medium sized, oblong daikon type. The wasabi-green skin and flesh is crisp and succulent, with a strong heat reminiscent of the much loved Japanese horseradish paste. Read More",//www.westcoastseeds.com/cdn/shop/products/RD692-Wasabi-Radish-Seeds_515x640_crop_center.jpg?v=1610577713
Catnip,"Not just for cats! Tall pink and white flower spikes are great in fresh and dried arrangements. Use the leaves in salads, sauces, teas, and soups - and of course fresh or dried for the cats! Read More",//www.westcoastseeds.com/cdn/shop/products/HR1049-1_515x640_crop_center.jpg?v=1610589031
Beneficial Insect Blend,"The flowers in this blend of Beneficial Insect Blend wildflower seeds were selected to attract predatory insects such as lacewings, hover flies, and ladybird beetles. With a healthy population of these insects in your garden, pest species like aphids, thrips, and caterpillars will be controlled naturally. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3443-1_515x640_crop_center.jpg?v=1610588129
Incredible,"Helianthus annuus. This dwarf sunflower grows to a height of 75-100cm (30-40""), making them suitable for beds and borders in... Read More",//www.westcoastseeds.com/cdn/shop/files/FL4055IncrediblaHADI-2102_DEC2022_STOCK_515x640_crop_center.jpg?v=1683060763
Futtsu Black Early,Futtsu Black Early squash forms decorative and tasteful pumpkin-like fruits of medium size. A typical fruit from this unusual and highly prized squash weighs around 1.5kg (3 lbs). Read More,//www.westcoastseeds.com/cdn/shop/products/SQ803-Black-Futtsu-0X7A0611_515x640_crop_center.jpg?v=1610657132
Purple Peacock,"This beautiful plant features dark purple leaves and pods that follow attractive, light purple flowers. It makes a very striking and useful screen in the garden. Read More",//www.westcoastseeds.com/cdn/shop/products/BN129-1_515x640_crop_center.jpg?v=1610654165
Gustus,"Early maturing with medium green, firm, button-like sprouts that are evenly spaced and well formed. Don't transplant until late April, and then harvest masses of tasty sprouts from late August through September. Read More",//www.westcoastseeds.com/cdn/shop/products/BS212-1_515x640_crop_center.jpg?v=1610579533
Dwarf White Stemmed,"At only 15-20cm (6-8"") tall, this petite green has vivid white, succulent petioles and dark green, nearly round leaves. Dwarf White Stemmed pac choi have a mild, sweet flavour that works well in salads and stir-fries. Read More",//www.westcoastseeds.com/cdn/shop/products/MU526-1_515x640_crop_center.jpg?v=1610656195
Licorice Mint,"With heavily licorice-scented leaves and tall spikes of edible lavender flowers, Licorice Mint has been used medicinally for generations. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2034-1_515x640_crop_center.jpg?v=1610577338
White Wing Coated,"Choose White Wing storage onion seeds for the best white early long day onion on the market. This is a flexible, versatile onion that will perform well in a wide range of climates. Read More",//www.westcoastseeds.com/cdn/shop/products/ON560-1_515x640_crop_center.jpg?v=1610657061
Shanghai Express Goji,"Goji berries have had lots of media attention in recent years, and are thought to be a super-food. They are certainly rich in nutrients, being packed with vitamins and minerals as well as amino acids and essential fatty acids. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2062-Goji-Shanghai-1_515x640_crop_center.jpg?v=1610656092
Lavender Lady,"Also known as Common globe amaranth, these spherical lavender flowers that resemble clover flowers bloom from summer through to fall. This deceptively... Read More",//www.westcoastseeds.com/cdn/shop/files/EXZu4HAnzs9DgMr7GUhqOwQBgrA2-8wF95sRzdEuGZk8Qg_515x640_crop_center.jpg?v=1698866009
White,"These clover-like spherical, silvery-white flowers are long bloomers, flowering from summer through to fall. This deceptively delicate-looking flower is in fact really... Read More",//www.westcoastseeds.com/cdn/shop/files/EYTv6p7D-wxHmYXUgqGSDRABBPWOhVKGr-ZckrL0Q7vWgA_515x640_crop_center.jpg?v=1698866013
Jade Spring Choi Sum,"Jade Spring choi sum seeds produce a short season, fast-growing hybrid variety of Yu Tsai Sum (or Choi Sum) that produces raw stems with the texture of lightly steamed asparagus, with a sweet, mild taste. Read More",//www.westcoastseeds.com/cdn/shop/products/MU537-3_515x640_crop_center.jpg?v=1610588349
Monstrueux de Viroflay,"This huge spinach can grow up to 60cm (24"") in diameter, with 20cm (8"") crisp, dark green leaves. No matter how big it gets, the leaves stay tender and delicious with lower levels of oxalic acid than other varieties. Read More",//www.westcoastseeds.com/cdn/shop/products/SP713-1_515x640_crop_center.jpg?v=1610579751
Naked Bear,"Naked Bear pumpkin seeds are born bare naked — hull-less for snacking and baking. The shallow ridges of the dark orange, bowling-ball-sized fruits make them perfect for fall decorating and their thick stems make them perfect for Jack o' lanterns. Read More",//www.westcoastseeds.com/cdn/shop/products/PU676_Naked-Bear-0X7A0699_515x640_crop_center.jpg?v=1610656628
Santee Coated Organic,"Santee Organic broccoli seeds produce masses of miniature broccoli stems over quite a long harvest window of several weeks. You can overwinter it for early spring production, or simply sow in the spring for late summer production. Read More",//www.westcoastseeds.com/cdn/shop/products/BR202-Santee-0X7A5226_515x640_crop_center.jpg?v=1617646169
Yellow Wonder Alpine,"Yellow Wonder has the lovely oblong shape of alpine types, but with yellow skin and flesh and incredible sweetness. The plants are low growing, but very productive, even in containers. Read More",//www.westcoastseeds.com/cdn/shop/products/FR840-Yellow-Wonder-Strawberry-Seeds-0X7A3713_515x640_crop_center.jpg?v=1610657060
Essex F1,"Essex bears uniform 1.3-2.2 kg (3-5 lbs) fruits with a classic butternut shape and sweet, deep orange flesh with excellent flavour. Read More",//www.westcoastseeds.com/cdn/shop/files/Essex1_515x640_crop_center.png?v=1689282507
Varna Organic,Varna Organic leek seeds produce what may be the ultimate summer leek. It grows so quickly that it can be harvested at the green onion stage for gourmet baby leeks when planted close together. Read More,//www.westcoastseeds.com/cdn/shop/products/LK443-2_515x640_crop_center.jpg?v=1610578042
